,id,text,is_humor,humor_rating,humor_controversy,offense_rating
0,9001,Finding out your ex got fat is like finding 20 bucks in your pocket. Not life changing but definitely puts a smile on your  face.,1,0.12621473,0,1.0568686
1,9002,"For Brockmann, stereotypes imperil national security if real threats go unnoticed while racialized Muslims are stigmatized as violent and fanatical. Moreover, she claims, positive as well as negative stereotypes prevent intimacy and love from flourishing.",0,0.0,1,0.0
2,9003,"A girl runs up to her mother with a pile of crap in her hand ""Look what I almost stepped in!""",1,0.0,0,1.1990243
3,9004,gotta wonder if baseball still would've been called america's pastime if candy crush was around,1,0.10646176,0,0.85186267
4,9005,"When you're dreading getting in the shower cuz you're lazy, but then you get in and you're like, this is my home now.",1,0.0,0,0.0
5,9006,Parenthood feels like you're on a magical unicorn that's on fire and eats your food.,1,0.012646023,0,0.0
6,9007,"It's Friday night and I'm out of control! Getting a bit wild tonight cuz I'm about to put on my good pajamas, and eat some Froot Loops on the couch with a fluffy blanket.",1,0.19943751,0,0.0
7,9008,me: I didn't know this was a hibachi restaurant waiter throwing shrimp at me: it's not I just don't like your face,1,0.11495316,0,0.0
8,9009,Maybe we need to turn the United States off and then back on again.,1,0.26518324,0,0.36968106
9,9010,I asked my North Korean friend how it was there.. .. he said he couldn't complain.,1,0.07259865,0,2.3310964
10,9011,me at karaoke: if the crowd isn't digging me you do your thing my friend who can throw up on cue: no worries,1,0.11988388,0,0.0265616
11,9012,"Be us straight, queer, muscular, fat, tall, short, twink, bear, large, small, piercing, hairy, slim, domineering, submissive, HIV Poz or Negative, we are all brothers. Let's not discriminate among ourselves, we already suffer discrimination.",0,0.5195704,1,0.5019096
12,9013,I've learned how to turn self-doubt into an energy source and to metabolize fear into a result-producing adrenaline. Wednesday Wisdom,0,0.01993724,1,0.0
13,9014,These Disney covers are making me very nostalgic. What's your favorite Disney song? American Idol,0,0.3321863,1,0.0
14,9015,Iyanna’s CashApp has been disabled. We will update this thread when we have more information.,0,0.028137175,1,0.0
15,9016,they never mention this but you can only become a veterinarian once you can untangle two geese,1,0.0,0,0.0
16,9017,My girlfriend told me that my dick is two inches bigger than her ex's. And that is why she will never go back into a lesbian relationship.,1,0.20078291,0,2.8044496
17,9018,"Yes, that was my husband skipping on national television. He's a bit competitive. Still A Kid At Heart Beat An Eighth Grader",1,0.0,0,0.0
18,9019,"If a child has an episode of AOM prior to 12 mos of age, they have a 70% chance of another AOM episode sometime in their life. AAP 19 tweet iatric ian",0,0.18584009,1,0.0
19,9020,Almost time East Coast. Gather around - 20 minutes until 2020! Rockin Eve,0,0.18250704,1,0.0
20,9021,"Just 5 days until we launch the new black kids swim website! The questions, requests, participation, and continued support from black swimmers and black swim parents have pushed us to become a more dynamic organization.",0,0.13016345,1,0.43197516
21,9022,"Up next, who stays and who goes home? I'll be back with the results American Idol",0,0.096736506,1,0.0
22,9023,The first minute in the hot tub always feels the best... after that it's hard to relax with my neighbors yelling at me to get out of their yard.,1,0.014026307,0,0.0
23,9024,Saw a homeless guy babbling about conspiracy theories that doesn't really make sense... You could say it was a vague rant.,1,0.021337923,0,0.37552473
24,9025,"Almost 20 years later, we still carry the scars of xenophobia, islamaphobia, and 9/11 is used as a tool to keep people out of our country instead of a memorial. May we grow and change this year. And may their memories be a blessing.",0,0.002993621,1,0.0
25,9026,Sitting her wondering are my 5 inch heels days over. All the guys look so comfortable and the women are suffering. I 'm always prepared for any occasion. I want pretty feet in the future. you girlfriend next door i m just saying,1,0.34684563,0,0.73011816
26,9027,Be HIS BEST FRIEND.. real talk,0,0.17041779,1,0.0
27,9028,I burned a kid in a wheelchair today. Hot wheels.,1,0.13160281,0,3.6711018
28,9029,"What's the difference between mass and weight? Mass is where Catholics go on Sunday, and weight is where sundaes go on Catholics. ",1,0.05429293,0,1.4967613
29,9030,My condolences for you and your family through this difficult transition is why my wife won't let me send back wedding RSVP cards.,1,0.09484789,0,0.0
30,9031,You'd be surprised how much you can learn from people who disagree with you.,0,0.17467044,1,0.0
31,9032,"You know... When someone says to you ""Jesus loves you."" It's always comforting. Unless you are in a Mexican jail.",1,0.0,0,1.9438353
32,9033,If Whites were the 'positive' in 1950s. Then blacks must been 'niggative',1,0.3501522,0,3.0276513
33,9034,The US flag on the moon lost its color and is now completely white It's now the French flag.,1,0.0,0,0.30967808
34,9035,Scratch and win tickets that look like scabs where you have to pick them off to see if you won.,1,0.46228337,0,0.0
35,9036,What's the difference between a blonde and an Airbus A380? Not everyone has been in an Airbus A380.,1,0.3058883,0,2.80538
36,9037,Having sex with a waitress sucks. She only takes the tip.,1,0.14566943,0,1.1675909
37,9038,"The difference between husbands and wives: When my wife says 'I need to talk to you about something', there is a 99% chance it's not good. When I say 'I need to talk to you about something', there is an 99% chance it will be followed by a fart.",1,0.14968118,0,0.89072865
38,9039,Out of respect for all of you who have children and are forced to homeschool I've started drinking heavily this morning…,1,0.18354262,0,0.53214383
39,9040,What's another name for a boxy plow pulling baby maker? A Mexican. ,1,0.09344217,0,2.6351771
40,9041,"Respect your partner, hold on tight to your man if indeed he shows how much he loves you. Real gay love is so hard, 'haaarrrrd' to find. Just be lucky you found one.",0,0.21954301,1,0.5463205
41,9042,"I am so ready for my workplace drug test today. I stayed up all night studying all the street drugs. Ask me anything! I know all about meth, marijuana, special k... I even did some coke just to try it out and help me stay awake.",1,0.19450133,0,0.4787666
42,9043,"3yo: I'm thirsty Husband: I'll get you water 3yo: no. I want her to get it for me *points to me* Me, asleep:",1,0.0,0,0.0
43,9044,"To the contestants who didn't make it through to the next round, your journey isn't over. It's just getting started! Take the judges' notes and make us all proud. Can't wait to see where it takes you! Hollywood Week American Idol",0,0.14943482,1,0.0
44,9045,"Coworker: Can you believe it's the end of November already? Me, unsurprised by the passage of time: Yes",1,0.07756451,0,0.0
45,9046,"Do NOT compare your boyfriend to your ex. He doesn't want to be like your ex, Nor does he want to be compared to your ex",0,0.20945378,1,0.0
46,9047,"If alcohol influences short-term memory, what does alcohol do?",0,0.16848816,1,0.0
47,9048,Nothing meant for you can be stopped by anyone but you!! There is greater in you...You simply have to believe....Doubt is the death of dreams. -Monica Brown,0,0.056768507,1,0.0
48,9049,"I wonder if I'm the most famous person from my high school. Morrow High School, Ellenwood, GA. Class of 2004",1,0.06449707,1,0.0
49,9050,What's a blind mans worst fear ? A prius,1,0.055517975,0,1.0755943
50,9051,I made it halfway to Mexico before I realized that those sirens were just coming from the song on my radio.,1,0.07811326,0,0.0
51,9052,Switching gears... Now inside the Dolby Theatre to usher in the final moments before the big show. On ABC - tune in! Oscars,0,0.20379628,1,0.0
52,9053,What did the momma hawk say to her chicks? Quit falcon around or get the flock outta here!,1,0.1217784,0,0.0
53,9054,[family watching as the paramedics work on me] why aren't you getting him back? *me dunking on 8 foot rims in heaven*,1,0.0008358732,0,0.29767868
54,9055,"hey, brands. you don't need to do a 9/11 post. it’s ok. take the day off. we will pick back up with the pillsbury doughboy tomorrow. whether chester cheeto is for or against terrorism is not in question.",1,0.11455338,0,0.46405685
55,9056,"It's so hard to dress my 3yo that I've given up. She can wear pajamas all day. She can dress herself if she wants, and wear underwear on her head with pants as a shirt. I really don't care anymore. You do you girl.",1,0.17462556,0,0.091347635
56,9057,In light of all the recent blond jokes... Why are blond jokes so short? So men can remember them.,1,0.10865787,0,1.4707825
57,9058,What do they call Peter Pan in China? Peter Wok,1,0.097733036,0,2.2805667
58,9059,"if you love something, let it go. if it comes back, it might be a boomerang. bro..? are you in love with a boomerang",0,0.31855628,0,0.0
59,9060,Mia: Remember when I went thru that dumb phase? Me: No. When was that? Mia: The other day. It was like 2 whole minutes! She Keeps Me Young 😂,1,0.11133766,0,0.0
60,9061,"yeah, I believe in PREMARITAL SEX P - parentheses R E - exponents M - multiplication A R I D - division A - addition L S - subtraction E X",1,0.20842266,0,0.15556715
61,9062,I realized wrestling was fake when the undertaker who's known as 'the dead man' had to wear a knee brace,1,0.079045236,0,0.0
62,9063,"Scientists say dolphins may even be smarter than human beings, but that's funny because I don't remember ever getting my head caught in the plastic rings a six pack comes in.",1,0.0,0,0.06846756
63,9064,"Imagine putting all this work and effort into your kids to make sure they become decent people, and they grow up to not be funny.",0,0.33605808,1,0.0
64,9065,My Muslim girlfriend wants to blow me Should I be excited or call the cops?,1,0.12862259,0,3.496089
65,9066,"I miss the kidsI can't wait to see the spark in their eyes when they see the nature, the animals.' Mai, Green Horizons Volunteer Powered By JNF Love Grows In Israel Green Horizons",0,0.028722066,1,0.0
66,9067,My heart sinks as I think about children being unable to bathe and sleeping on the floor. It shakes me to my core. This is not a political post. I don’t care about your voting record or what side of the line you live on. What’s important to me is treating all human beings humanely.,0,0.22691183,1,0.0
67,9068,"It's called the 'guest bedroom', but a more appropriate name would be 'the room I sleep in when my wife is sick of my snoring'",1,0.10454342,0,0.3204547
68,9069,"[Community outreach] can generate community, empathy, and compassionwe work to spread this rather than fear and stress.' Ayelet Shmuel, Head of Clinical Centers for Resilience in Sderot Powered By JNF Love Grows In Israel",0,0.0631326,1,0.0
69,9070,What do you call three cars overtaking you in Mexico? Tres-passers.,1,0.0,0,0.23598164
70,9071,Homeschooling is going great I only cried in the bathroom twice today.,1,0.0,0,0.07258342
71,9072,"Man.. saddened by the news of the passing of Bill Withers. My condolences to his family and loved ones. I wake up almost every morning and listen to 'Lovely Day'. Bill's music will continue to make the world a better place and live on forever. Rest easy, legend. â¤ï",0,0.15376048,1,0.0
72,9073,"""Blessed are the peacemakers, for they will be called children of God."" Matthew 5:9 Praying For Charlotte",0,0.080017075,1,0.0
73,9074,Edward Carmack's statue was sitting in the state Capitol until it was torn down last week in the protests. The state of Tennessee has vowed to replace it.,0,0.0,1,0.0
74,9075,"As we consider medical conditions and complications, it is important to consider the role mental health plays in identification & treatment.",0,0.09172131,1,0.0
